nome_professor,cpf,matricula,nome_departamento,semestre_atual, ,media_global,media_global_professor
Lívia Nascimento,74184083697,2001139,Escola de Tecnologia,3,,7.94713605442177,7.95
Lucas Gabriel Rodrigues,26945569308,2001142,Escola de Tecnologia,7,,8.030921933085502,8.03
Lucca Correia,39663186912,2001135,Escola de Tecnologia,2,,8.004819112627986,8.0
João Miguel Brito,70083304161,2001136,Escola de Tecnologia,5,,8.034368998628258,8.03
Antony Moreira,84085600845,2001140,Escola de Tecnologia,1,,8.03510148849797,8.04
Ana Beatriz Castro,60831113420,8135363,Escola de Engenharia,2,,7.99183147033534,7.99
Pedro Lucas da Rosa,52866357256,2001746,Escola de Tecnologia,2,,8.004819112627986,8.0
Mariana Nascimento,64955096638,2001744,Escola de Tecnologia,7,,8.030921933085502,8.03
Clarice Viana,87792961639,2001740,Escola de Tecnologia,9,,,8.03
Lucas Gabriel Santos,53644929069,2001743,Escola de Tecnologia,3,,7.94713605442177,7.95
Apollo Machado,35051280377,2001741,Escola de Tecnologia,6,,8.016576576576577,8.0
Zoe da Rosa,32438473111,62608497,Escola de Tecnologia,6,,8.016576576576577,7.97
Isaque Novaes,16644159865,2011077,Ciências Biológicas,9,,,
Raul Vieira,72941576767,2011078,Ciências Biológicas,4,,7.924395393474088,7.92
Ana Clara Rezende,73188952000,2011075,Ciências Biológicas,4,,7.924395393474088,7.95
Natália Sá,44899544894,2011074,Ciências Biológicas,4,,7.924395393474088,7.92
Lorena Vasconcelos,22982169233,34296168,Ciências Biológicas,9,,,8.03
Eduarda Castro,14806791280,2011081,Ciências Biológicas,8,,7.936876155268023,7.99
Gabrielly Aparecida,82169770032,2011076,Ciências Biológicas,5,,7.973406193078324,7.97
Diogo Ribeiro,20252899065,2011072,Ciências Biológicas,2,,8.097638095238096,8.1
João Pedro Azevedo,98378370164,2011080,Ciências Biológicas,5,,7.973406193078324,7.97
Stephany Rios,15322935415,96562818,Escola de Engenharia,9,,8.011547248182762,8.0
Dante Albuquerque,21973087566,22915409,Escola de Saúde,4,,8.052280701754386,8.02
Antony Azevedo,83897817445,16732889,Escola de Saúde,1,,8.011402095084609,7.99
Beatriz Carvalho,89031101025,2004460,Escola de Engenharia,2,,7.99183147033534,7.96
Isabela Ramos,91089183331,2004457,Escola de Engenharia,5,,7.928421052631579,7.93
Vinícius Pacheco,33816177817,2004462,Escola de Engenharia,9,,8.011547248182762,8.01
José Miguel Dias,55564867346,2004458,Escola de Engenharia,8,,8.0739901071723,8.07
Cauê da Conceição,84746652559,75713273,Escola de Engenharia,6,,7.986284691136975,7.98
Ayla Fogaça,95893165076,2009416,Escola de Saúde,8,,7.959191353082466,7.96
Pedro Miguel Vieira,15211724303,2009410,Escola de Saúde,7,,8.009608006672227,8.01
Lucas Gabriel Fonseca,54539259113,2009419,Escola de Saúde,5,,7.945814345991562,7.95
Davi Miguel das Neves,34904313618,2009417,Escola de Saúde,3,,8.003683774834437,8.0
Maria Flor Aparecida,94812633363,2009414,Escola de Saúde,7,,8.009608006672227,8.01
Daniela da Costa,79044353937,2009418,Escola de Saúde,7,,8.009608006672227,8.0
Isadora da Rosa,22255884735,2009415,Escola de Saúde,6,,8.010923566878981,8.01
Melissa Cavalcante,68139973461,2009413,Escola de Saúde,1,,8.011402095084609,8.01
Antônio Sá,76834612523,2009409,Escola de Saúde,4,,8.052280701754386,8.05
Lucas Gabriel Leão,16770999213,2009412,Escola de Saúde,9,,7.980497237569061,7.98
Enrico Casa Grande,22706439816,2011998,Ciências Biológicas,7,,8.032611464968154,8.03
Davi Lucca da Rocha,61728123182,2012007,Ciências Biológicas,4,,7.924395393474088,7.92
Olívia Leão,28344028640,2011999,Ciências Biológicas,6,,7.952380038387715,7.95
Anthony Fonseca,34221976633,2012000,Ciências Biológicas,4,,7.924395393474088,7.92
Camila Fernandes,29015525679,2012005,Ciências Biológicas,2,,8.097638095238096,8.1
Léo Jesus,79468521892,2012004,Ciências Biológicas,7,,8.032611464968154,8.03
Lorenzo Aragão,27562006237,2012008,Ciências Biológicas,2,,8.097638095238096,8.1
Lucas Gabriel Martins,38906772620,2011997,Ciências Biológicas,7,,8.032611464968154,8.03
Matheus Rocha,78203192770,2012006,Ciências Biológicas,8,,7.936876155268023,7.94
Daniela Brito,88792127769,2012002,Ciências Biológicas,1,,8.009375,8.01
Maria Fernanda Cassiano,59378610770,70211239,Escola de Engenharia,8,,8.0739901071723,8.02
Vicente Rezende,30421327151,2012718,Ciências Biológicas,6,,7.952380038387715,7.95
Ana Sophia Novaes,45370981168,2012722,Ciências Biológicas,8,,7.936876155268023,7.94
Letícia Pereira,47235425507,2012716,Ciências Biológicas,8,,7.936876155268023,7.94
Eduardo Pastor,66612213806,2012715,Ciências Biológicas,7,,8.032611464968154,8.03
Igor Aparecida,95900816988,2012719,Ciências Biológicas,8,,7.936876155268023,7.94
Sabrina da Cunha,62865071255,2012723,Ciências Biológicas,1,,8.009375,8.01
Ana Sophia Ferreira,54439562719,82547285,Ciências Biológicas,1,,8.009375,7.98
Ísis Castro,52376250408,47438865,Ciências Biológicas,7,,8.032611464968154,8.0
Stella Borges,76319881025,2005931,Escola de Engenharia,8,,8.0739901071723,8.07
Camila Vargas,76758253957,2005932,Escola de Engenharia,3,,8.016448839208941,8.02
Ana Cecília Moraes,34538193409,2005927,Escola de Engenharia,3,,8.016448839208941,8.02
Ayla Vasconcelos,28580540677,2005930,Escola de Engenharia,1,,7.969423604757548,7.97
Maria Sophia Pastor,57008659010,2005926,Escola de Engenharia,5,,7.928421052631579,7.93
Fernando Sá,87517374675,2005923,Escola de Engenharia,4,,7.955649622799664,7.96
Sophie Farias,66987911030,2005928,Escola de Engenharia,2,,7.99183147033534,7.99
Joaquim Porto,18774879447,2005929,Escola de Engenharia,5,,7.928421052631579,7.93
Mariana Souza,49521703754,66007836,Escola de Tecnologia,3,,7.94713605442177,8.0
Pedro Henrique Nunes,38298258438,11894075,Escola de Tecnologia,7,,8.030921933085502,8.0
Anthony Nunes,28994114242,85087939,Escola de Tecnologia,3,,7.94713605442177,7.97
Maria Ramos,20412251640,2007766,Escola de Saúde,8,,7.959191353082466,7.96
Ana Duarte,14259775165,2007764,Escola de Saúde,1,,8.011402095084609,8.01
Davi Luiz Correia,18839461871,2007765,Escola de Saúde,7,,8.009608006672227,8.01
Ana Beatriz Sá,39110610239,2007763,Escola de Saúde,8,,7.959191353082466,7.96
Larissa Leão,1903947016,2007762,Escola de Saúde,8,,7.959191353082466,7.96
Stella Silva,70118633545,2007768,Escola de Saúde,9,,7.980497237569061,7.98
Luísa Freitas,78119697012,2007767,Escola de Saúde,6,,8.010923566878981,8.01
Breno Teixeira,48203321594,98066003,Escola de Engenharia,5,,7.928421052631579,7.98
Ravy Almeida,91839489581,2003562,Escola de Engenharia,9,,8.011547248182762,8.01
Lavínia Nascimento,31819010237,2003572,Escola de Engenharia,8,,8.0739901071723,8.04
Beatriz Montenegro,16137273002,2003560,Escola de Engenharia,4,,7.955649622799664,7.96
Vinícius Porto,92743865429,2003569,Escola de Engenharia,7,,7.962367109634552,7.99
Pedro Lucas Farias,35749290411,2003570,Escola de Engenharia,1,,7.969423604757548,7.97
Mirella da Mota,2868940258,2003564,Escola de Engenharia,7,,7.962367109634552,7.96
Giovanna Garcia,26682585663,2003571,Escola de Engenharia,1,,7.969423604757548,7.97
Ana Júlia Teixeira,10447202805,2003567,Escola de Engenharia,5,,7.928421052631579,7.93
Eloah Barros,54148528270,2010306,Ciências Biológicas,4,,7.924395393474088,7.94
Brayan Siqueira,96498370286,2010311,Ciências Biológicas,2,,8.097638095238096,8.1
Pedro Lucas Oliveira,98994380883,27662139,Ciências Biológicas,7,,8.032611464968154,8.02
Luigi Câmara,76747315846,51220645,Escola de Engenharia,9,,8.011547248182762,8.0
Ryan Cavalcante,6676441669,75804842,Escola de Tecnologia,5,,8.034368998628258,8.02
André Pastor,5715987907,2004323,Escola de Engenharia,8,,8.0739901071723,8.07
Alana da Mota,18316123866,2004325,Escola de Engenharia,8,,8.0739901071723,8.07
Gustavo Henrique da Rosa,48027870870,21423731,Escola de Engenharia,3,,8.016448839208941,7.97
Maria Julia Cirino,31311205011,2004331,Escola de Engenharia,2,,7.99183147033534,7.99
Sofia da Mota,6479965847,2004330,Escola de Engenharia,5,,7.928421052631579,7.95
Luiz Fernando Mendonça,84442265239,2004332,Escola de Engenharia,9,,8.011547248182762,8.01
Ayla da Cruz,47128240399,2004326,Escola de Engenharia,5,,7.928421052631579,7.93
Maria Fernanda Moraes,54917940444,2004333,Escola de Engenharia,5,,7.928421052631579,7.93
Paulo Sousa,91154418476,2004327,Escola de Engenharia,3,,8.016448839208941,8.02
Caleb da Rosa,78652339597,91194509,Ciências Biológicas,5,,7.973406193078324,8.01
Arthur Gabriel Gomes,51134724599,71717241,Escola de Engenharia,1,,7.969423604757548,7.99
Maria Luísa Teixeira,57025840626,2007907,Escola de Saúde,5,,7.945814345991562,7.95
Luigi Mendonça,47406477589,2007911,Escola de Saúde,6,,8.010923566878981,8.01
Ana Lívia Porto,74353227536,2007905,Escola de Saúde,7,,8.009608006672227,8.01
Luiz Otávio Abreu,41087097662,2007912,Escola de Saúde,5,,7.945814345991562,7.95
Beatriz Moraes,82865635479,2007906,Escola de Saúde,5,,7.945814345991562,7.95
João Felipe Leão,81355099937,2007910,Escola de Saúde,2,,8.029213938411669,8.03
Anna Liz Araújo,37609527624,2007916,Escola de Saúde,4,,8.052280701754386,8.05
André das Neves,97995198042,2007915,Escola de Saúde,3,,8.003683774834437,8.03
Raul Santos,92483673366,2007909,Escola de Saúde,6,,8.010923566878981,7.98
Clara Caldeira,3392438175,2007914,Escola de Saúde,3,,8.003683774834437,7.97
Otávio Araújo,4650904424,2007908,Escola de Saúde,4,,8.052280701754386,8.05
Ágatha Ferreira,89356457331,31354221,Ciências Biológicas,8,,7.936876155268023,7.99
Emanuel Vieira,88176002281,27653647,Escola de Engenharia,1,,7.969423604757548,7.97
Yasmin Sá,31681586249,2009572,Escola de Saúde,6,,8.010923566878981,7.99
Aurora Fernandes,6897517121,2009581,Escola de Saúde,7,,8.009608006672227,8.0
Carolina Araújo,53340918541,2009575,Escola de Saúde,6,,8.010923566878981,8.01
Henry Fonseca,53668410795,2009569,Escola de Saúde,3,,8.003683774834437,8.0
Hadassa Novais,16798339938,2009573,Escola de Saúde,9,,7.980497237569061,7.98
Maria Montenegro,1491476189,2009580,Escola de Saúde,5,,7.945814345991562,7.95
Isabella Barros,38034287885,2009570,Escola de Saúde,9,,7.980497237569061,7.98
Benício Barros,83399326350,2009579,Escola de Saúde,4,,8.052280701754386,8.05
Caleb Campos,80257799634,2009571,Escola de Saúde,9,,7.980497237569061,7.98
Ana Vitória Cunha,2134054192,2009578,Escola de Saúde,1,,8.011402095084609,8.01
Luiz Fernando Albuquerque,45514465845,2009577,Escola de Saúde,3,,8.003683774834437,8.0
Daniela Câmara,25038821624,2009576,Escola de Saúde,5,,7.945814345991562,7.95
Raquel Porto,18310036669,94709351,Escola de Engenharia,7,,7.962367109634552,7.96
Bruna Moreira,17464813060,2002828,Escola de Tecnologia,5,,8.034368998628258,8.03
Raul Costela,56257501442,2002832,Escola de Tecnologia,2,,8.004819112627986,8.0
Rebeca Andrade,88080897986,2002827,Escola de Tecnologia,2,,8.004819112627986,8.0
Maria Eduarda Viana,7735207854,2002826,Escola de Tecnologia,1,,8.03510148849797,8.04
Isabela das Neves,5566001830,40272588,Escola de Tecnologia,3,,7.94713605442177,8.0
Maria Laura Campos,53457856917,2002822,Escola de Tecnologia,8,,7.919821693907875,7.92
Ravi Moura,6653992509,2002824,Escola de Tecnologia,8,,7.919821693907875,7.92
Luiza Duarte,52396319818,2002831,Escola de Tecnologia,8,,7.919821693907875,7.92
Benício das Neves,62845515934,31090913,Escola de Tecnologia,1,,8.03510148849797,7.96
Maria Eduarda Peixoto,18015245060,2002823,Escola de Tecnologia,8,,7.919821693907875,7.98
Evelyn Guerra,3652064512,2002829,Escola de Tecnologia,5,,8.034368998628258,8.03
Hellena Sousa,54687977562,2011239,Ciências Biológicas,8,,7.936876155268023,7.94
Maria Cecília Pimenta,96626905890,2011235,Ciências Biológicas,8,,7.936876155268023,7.94
Eduarda Nogueira,67318356735,2011237,Ciências Biológicas,5,,7.973406193078324,7.97
Lorena Viana,81945413516,2011236,Ciências Biológicas,1,,8.009375,8.01
Lorenzo Oliveira,35676612994,2011238,Ciências Biológicas,1,,8.009375,8.01
Bella Rodrigues,43129754239,39957831,Ciências Biológicas,3,,8.033939393939393,7.97
Mariane da Conceição,67410680386,85667119,Escola de Engenharia,7,,7.962367109634552,7.98
Isabella Peixoto,13397574099,99396762,Escola de Saúde,6,,8.010923566878981,7.98
Vicente da Rosa,84988237107,96625640,Ciências Biológicas,7,,8.032611464968154,8.01
Aurora Vargas,42046167846,32115418,Escola de Engenharia,3,,8.016448839208941,8.0
Raquel Gomes,1884564353,2006851,Escola de Saúde,3,,8.003683774834437,8.0
Juliana da Cunha,58132385086,2006854,Escola de Saúde,8,,7.959191353082466,7.96
Dom Vargas,75977448187,2006848,Escola de Saúde,1,,8.011402095084609,8.01
João Guilherme Gomes,37969458381,2006852,Escola de Saúde,2,,8.029213938411669,8.03
Davi Miguel Carvalho,26907151536,2006850,Escola de Saúde,8,,7.959191353082466,7.96
Olívia Vieira,16218083477,2006857,Escola de Saúde,9,,7.980497237569061,7.98
Diogo Rodrigues,34621427499,2006856,Escola de Saúde,4,,8.052280701754386,8.05
Luiz Gustavo Santos,46306851654,2006849,Escola de Saúde,7,,8.009608006672227,7.98
Lívia Cirino,6396691387,41406958,Ciências Biológicas,1,,8.009375,8.02
Pedro da Luz,77421156511,8224483,Escola de Engenharia,2,,7.99183147033534,7.99
Rebeca Dias,99126255976,2737205,Escola de Engenharia,2,,7.99183147033534,8.0
Maria Laura Nunes,80020431934,2000820,Escola de Tecnologia,7,,8.030921933085502,8.03
Raul Rocha,88171621983,2000824,Escola de Tecnologia,7,,8.030921933085502,8.03
Alexia Mendes,29503222214,2000818,Escola de Tecnologia,7,,8.030921933085502,8.03
Henrique Moura,9046260035,2000826,Escola de Tecnologia,3,,7.94713605442177,7.95
Maria Helena Viana,81807481176,2000827,Escola de Tecnologia,8,,7.919821693907875,7.92
Antonella Moura,18071414772,2000823,Escola de Tecnologia,8,,7.919821693907875,7.92
Calebe Ferreira,7893893458,2000822,Escola de Tecnologia,4,,7.961030927835051,7.94
Ana Lívia Câmara,86260168701,2000825,Escola de Tecnologia,9,,,
Vitória Duarte,79240491760,2000819,Escola de Tecnologia,8,,7.919821693907875,7.92
Melissa Almeida,35649365452,40767575,Escola de Saúde,8,,7.959191353082466,8.02
Maya da Paz,94672662337,2005364,Escola de Engenharia,8,,8.0739901071723,8.07
João Gabriel Ramos,87276932547,2005366,Escola de Engenharia,6,,7.986284691136975,7.99
Enrico Garcia,788259172,2005370,Escola de Engenharia,8,,8.0739901071723,8.07
Ana Carolina Gonçalves,55281608018,2005365,Escola de Engenharia,7,,7.962367109634552,7.96
Hadassa Alves,69356914323,2005359,Escola de Engenharia,9,,8.011547248182762,8.01
Aurora Monteiro,753217203,2005360,Escola de Engenharia,9,,8.011547248182762,8.01
Luan da Luz,83013685006,2005369,Escola de Engenharia,8,,8.0739901071723,8.07
Esther Correia,1693949200,2005357,Escola de Engenharia,9,,8.011547248182762,8.03
Ana Luiza Cardoso,4306050355,2005367,Escola de Engenharia,6,,7.986284691136975,7.99
Marcela Cunha,13229333301,2005361,Escola de Engenharia,3,,8.016448839208941,8.02
Bruna Alves,91727493862,72385548,Escola de Tecnologia,3,,7.94713605442177,7.98
Sabrina das Neves,77650403455,29066660,Escola de Saúde,7,,8.009608006672227,8.01
Alexia Jesus,65821243691,80306105,Escola de Saúde,1,,8.011402095084609,8.0
Emanuella Rezende,5139681921,90616418,Escola de Engenharia,4,,7.955649622799664,7.97
Felipe Vieira,74220151899,24506619,Escola de Engenharia,5,,7.928421052631579,7.97
Raul Pinto,36296894472,73421401,Escola de Engenharia,5,,7.928421052631579,8.0
Isabelly Costela,50094623866,33512725,Escola de Tecnologia,6,,8.016576576576577,8.01
Francisco Cunha,46139629909,2007010,Escola de Saúde,3,,8.003683774834437,8.0
Rafaela Almeida,42603779182,2007007,Escola de Saúde,6,,8.010923566878981,8.01
Vitor Hugo Montenegro,20838686228,2007013,Escola de Saúde,5,,7.945814345991562,7.95
Igor Vieira,81235661485,2007012,Escola de Saúde,4,,8.052280701754386,8.05
Bianca Moraes,77729594874,2007016,Escola de Saúde,6,,8.010923566878981,8.01
Luiz Gustavo Cirino,54373104758,2007019,Escola de Saúde,5,,7.945814345991562,7.95
Heloisa Rodrigues,42666271554,2007018,Escola de Saúde,1,,8.011402095084609,8.01
Diego Caldeira,5587440784,2007008,Escola de Saúde,1,,8.011402095084609,8.01
Maysa Vasconcelos,25950552561,2007020,Escola de Saúde,3,,8.003683774834437,8.0
Manuella Vasconcelos,39572274986,2012895,Ciências Biológicas,5,,7.973406193078324,7.97
Ana Liz Macedo,2880222068,2012889,Ciências Biológicas,6,,7.952380038387715,7.95
Ana Vitória Freitas,51167789096,2012897,Ciências Biológicas,4,,7.924395393474088,7.92
Emilly Borges,39999749556,2012896,Ciências Biológicas,8,,7.936876155268023,7.94
Enrico da Cruz,46005496519,2012890,Ciências Biológicas,1,,8.009375,8.01
Davi Miguel Câmara,77539357987,2012887,Ciências Biológicas,2,,8.097638095238096,8.1
Stella Gomes,82177044019,2012886,Ciências Biológicas,3,,8.033939393939393,8.03
Lorena Casa Grande,95552978572,2012891,Ciências Biológicas,8,,7.936876155268023,7.94
Arthur Caldeira,23514170912,2012893,Ciências Biológicas,6,,7.952380038387715,7.95
Eduarda da Mota,99655558885,2012884,Ciências Biológicas,9,,,
Carolina Fogaça,97563907483,2010477,Ciências Biológicas,1,,8.009375,8.01
Lorena Sales,69158253780,2010470,Ciências Biológicas,5,,7.973406193078324,7.97
Caio Carvalho,4927265494,2010473,Ciências Biológicas,3,,8.033939393939393,8.03
Ana Beatriz da Rocha,56310876778,2010467,Ciências Biológicas,8,,7.936876155268023,7.94
Esther Garcia,71200269968,2010479,Ciências Biológicas,3,,8.033939393939393,8.03
Benjamin Garcia,90849755213,2010475,Ciências Biológicas,5,,7.973406193078324,7.97
Bento Silva,63264798860,2010469,Ciências Biológicas,8,,7.936876155268023,7.94
Raul Garcia,87161838614,2010474,Ciências Biológicas,4,,7.924395393474088,7.92
Vitor Gabriel Moraes,26187957096,2010478,Ciências Biológicas,6,,7.952380038387715,7.95
Danilo Camargo,81712455350,2010471,Ciências Biológicas,5,,7.973406193078324,7.97
Miguel Moraes,11734745131,75924960,Ciências Biológicas,9,,,7.94
Isaac Costa,57323124264,63216823,Ciências Biológicas,9,,,7.97
Maria Sophia Ferreira,64793118235,2005220,Escola de Engenharia,2,,7.99183147033534,7.99
Enrico Barros,2615855506,2005225,Escola de Engenharia,9,,8.011547248182762,8.0
Vitória da Costa,54673938114,2005221,Escola de Engenharia,2,,7.99183147033534,7.99
Davi Luiz Abreu,52065038209,2005223,Escola de Engenharia,4,,7.955649622799664,7.96
Ana Siqueira,4788922405,2005217,Escola de Engenharia,9,,8.011547248182762,8.01
Joaquim Fogaça,54107334326,2005224,Escola de Engenharia,7,,7.962367109634552,7.96
Sophie Nunes,61327423696,35237046,Escola de Tecnologia,1,,8.03510148849797,7.99
Isaac Vieira,86758646042,39482313,Escola de Tecnologia,5,,8.034368998628258,8.0
Maria Fernanda Porto,76477146017,63173247,Escola de Saúde,6,,8.010923566878981,8.02
Calebe Santos,90087024456,12782165,Ciências Biológicas,9,,,7.98
Danilo Sousa,67943126217,2001898,Escola de Tecnologia,8,,7.919821693907875,7.92
Gustavo Silveira,67947165384,2001897,Escola de Tecnologia,9,,,
Maria Isis Guerra,30891635194,2001896,Escola de Tecnologia,2,,8.004819112627986,8.0
Benicio Marques,35119891035,2001901,Escola de Tecnologia,3,,7.94713605442177,7.95
Maria Laura Barbosa,37941145585,2001904,Escola de Tecnologia,8,,7.919821693907875,7.92
Levi Novais,68552377396,2001906,Escola de Tecnologia,5,,8.034368998628258,8.03
Arthur Gabriel Sousa,94339114810,2001894,Escola de Tecnologia,7,,8.030921933085502,8.03
Lívia Pereira,61802556789,2001907,Escola de Tecnologia,4,,7.961030927835051,7.96
Heitor Abreu,34710757203,2001902,Escola de Tecnologia,4,,7.961030927835051,7.96
Cecília Barros,48027708481,2001905,Escola de Tecnologia,4,,7.961030927835051,7.96
Luigi da Mata,64102319058,2001903,Escola de Tecnologia,2,,8.004819112627986,7.96
Mirella Novais,61515767611,2001899,Escola de Tecnologia,9,,,
Igor Alves,33452316203,43923460,Ciências Biológicas,8,,7.936876155268023,8.0
Daniel Cavalcanti,90466217419,95743637,Ciências Biológicas,4,,7.924395393474088,7.98
Heitor Cardoso,75008989845,2000639,Escola de Tecnologia,4,,7.961030927835051,7.96
Ana Julia Peixoto,4051522462,2000632,Escola de Tecnologia,7,,8.030921933085502,8.03
Catarina da Costa,97441531717,2000641,Escola de Tecnologia,1,,8.03510148849797,8.03
Isabella Pires,45184666291,2000643,Escola de Tecnologia,1,,8.03510148849797,8.04
Ravi Lucca Rocha,85417926077,2000631,Escola de Tecnologia,4,,7.961030927835051,7.96
Danilo Campos,60470664202,2000633,Escola de Tecnologia,6,,8.016576576576577,8.02
Antony Silveira,21555768248,2000636,Escola de Tecnologia,7,,8.030921933085502,8.03
Breno Monteiro,96318597605,2000634,Escola de Tecnologia,7,,8.030921933085502,7.99
Bella da Luz,29492059411,2000640,Escola de Tecnologia,4,,7.961030927835051,7.96
Benício Ferreira,61015229340,2006101,Escola de Engenharia,3,,8.016448839208941,7.98
Cauê Carvalho,60058955668,2006098,Escola de Engenharia,6,,7.986284691136975,7.98
Larissa Moreira,43888502506,2006104,Escola de Engenharia,4,,7.955649622799664,7.96
Aurora Costa,66071470362,2006103,Escola de Engenharia,4,,7.955649622799664,7.96
Maria Flor Borges,1411342983,93748522,Escola de Engenharia,2,,7.99183147033534,8.0
Manuela Rezende,56328027114,2006100,Escola de Engenharia,3,,8.016448839208941,8.02
Emanuella das Neves,50031038974,2006099,Escola de Engenharia,5,,7.928421052631579,7.93
Leandro Rocha,24371057505,65503207,Escola de Tecnologia,6,,8.016576576576577,7.95
Bryan Lima,87644394139,43855027,Escola de Tecnologia,5,,8.034368998628258,8.03
Maria Liz Albuquerque,83556551735,65442216,Escola de Tecnologia,7,,8.030921933085502,8.01
Levi Pereira,10215206730,27248594,Escola de Saúde,2,,8.029213938411669,8.02
Isabel da Mata,14187391272,2003731,Escola de Engenharia,7,,7.962367109634552,7.96
Guilherme Rocha,80583130253,2003730,Escola de Engenharia,7,,7.962367109634552,7.96
Cecília Mendonça,95590774405,2003734,Escola de Engenharia,2,,7.99183147033534,7.99
Thales Viana,29428365507,2003736,Escola de Engenharia,4,,7.955649622799664,7.96
Francisco Pereira,27344282380,2003732,Escola de Engenharia,5,,7.928421052631579,7.93
Isadora Marques,40959918280,2003733,Escola de Engenharia,2,,7.99183147033534,7.99
João Pedro Almeida,12596646681,62247576,Escola de Tecnologia,9,,,8.03
Luísa Duarte,47130195549,2007634,Escola de Saúde,4,,8.052280701754386,8.05
Laís Cassiano,72275533962,2007637,Escola de Saúde,6,,8.010923566878981,8.01
Rafael da Mota,66854459043,2007641,Escola de Saúde,2,,8.029213938411669,8.03
Matheus Câmara,9106547987,2007635,Escola de Saúde,4,,8.052280701754386,8.05
Luiz Henrique Dias,26979350665,2007631,Escola de Saúde,7,,8.009608006672227,8.01
Eloah Pastor,26411639666,8327563,Escola de Saúde,7,,8.009608006672227,8.0
Lucca Costa,2026575769,2007639,Escola de Saúde,1,,8.011402095084609,8.01
Luísa Sousa,4312915719,2007638,Escola de Saúde,6,,8.010923566878981,8.01
Sophie Guerra,91686645023,16888846,Ciências Biológicas,6,,7.952380038387715,7.98
Augusto Sousa,78820626655,2008675,Escola de Saúde,6,,8.010923566878981,8.01
Paulo Araújo,51049014432,2008678,Escola de Saúde,1,,8.011402095084609,8.01
Gabriel Gonçalves,42071255865,12280570,Escola de Saúde,5,,7.945814345991562,7.97
Eduarda Gonçalves,93479522803,2008676,Escola de Saúde,1,,8.011402095084609,8.01
Renan Moreira,4213711067,2008680,Escola de Saúde,5,,7.945814345991562,7.95
Pedro Henrique Casa Grande,54370350128,2008679,Escola de Saúde,5,,7.945814345991562,7.95
Vicente Pastor,13970628113,91469377,Ciências Biológicas,1,,8.009375,8.05
Luna Vieira,18426783995,2008510,Escola de Saúde,9,,7.980497237569061,7.98
Melissa Aragão,69183577478,2008507,Escola de Saúde,5,,7.945814345991562,7.96
Marcelo Rios,58596104272,2008513,Escola de Saúde,6,,8.010923566878981,8.01
Ana Vitória Costela,43975806076,2008505,Escola de Saúde,7,,8.009608006672227,8.01
Cecília Lima,46553373986,2008512,Escola de Saúde,6,,8.010923566878981,7.98
Marina Nascimento,20379353249,2008516,Escola de Saúde,6,,8.010923566878981,8.01
Evelyn Macedo,2274864524,2008509,Escola de Saúde,6,,8.010923566878981,8.01
Amanda Gomes,2368831262,2008508,Escola de Saúde,6,,8.010923566878981,8.01
Levi Pereira,10215206730,27248594,Escola de Saúde,2,,8.029213938411669,8.02
Anthony Gabriel Rodrigues,18932181006,2008514,Escola de Saúde,4,,8.052280701754386,8.05
Ísis Gomes,45694169417,2011827,Ciências Biológicas,1,,8.009375,7.97
Maria Sophia Gomes,96423838257,2011829,Ciências Biológicas,6,,7.952380038387715,7.95
Maria Julia da Rosa,2836321028,2011831,Ciências Biológicas,2,,8.097638095238096,8.1
Lara da Cunha,92075565809,84085876,Ciências Biológicas,2,,8.097638095238096,7.98
Davi Lucas Santos,77436903665,2011825,Ciências Biológicas,4,,7.924395393474088,7.92
Leonardo da Conceição,68716284221,2011824,Ciências Biológicas,3,,8.033939393939393,8.03
Cauê Santos,94739658164,2011826,Ciências Biológicas,5,,7.973406193078324,7.97
Liam Pinto,36000204061,86387931,Escola de Engenharia,4,,7.955649622799664,7.97
Maya Sampaio,8073403354,17836895,Escola de Saúde,4,,8.052280701754386,8.0
Asafe Dias,31001529167,10939351,Escola de Saúde,9,,7.980497237569061,8.01
Agatha Nunes,67342466654,35709805,Escola de Saúde,5,,7.945814345991562,7.97
Vicente Silva,8928701179,2001150,Escola de Tecnologia,3,,7.94713605442177,7.95
André Duarte,96543133403,2001148,Escola de Tecnologia,2,,8.004819112627986,7.96
Carolina da Rosa,54781670287,2001144,Escola de Tecnologia,9,,,
Juliana Rodrigues,8335289042,2001146,Escola de Tecnologia,1,,8.03510148849797,8.04
Sabrina Gonçalves,52940489507,2001149,Escola de Tecnologia,8,,7.919821693907875,7.92
Kaique Nascimento,51412782910,2001147,Escola de Tecnologia,9,,,
Ryan Cunha,85077239294,91626959,Escola de Saúde,7,,8.009608006672227,8.01
Yuri Sá,30541319047,29461722,Escola de Saúde,1,,8.011402095084609,8.03
Leonardo da Paz,77111245289,73799424,Escola de Engenharia,2,,7.99183147033534,7.99
Mathias Nascimento,42111712984,96919011,Escola de Engenharia,3,,8.016448839208941,8.0
Isabela das Neves,5566001830,40272588,Escola de Tecnologia,5,,8.034368998628258,8.0
Mariana Sampaio,27904194312,2035393,Escola de Tecnologia,2,,8.004819112627986,8.02
Vicente Cirino,9976126806,81668720,Escola de Saúde,4,,8.052280701754386,8.01
Emanuelly Pastor,78611419450,2007649,Escola de Saúde,5,,7.945814345991562,7.95
Davi Luiz Moreira,36411638406,2007643,Escola de Saúde,5,,7.945814345991562,7.95
Isabella Farias,78984323072,2007642,Escola de Saúde,8,,7.959191353082466,7.96
Catarina Costela,8556221742,2007647,Escola de Saúde,7,,8.009608006672227,8.01
